location-long,location-lat,timestamp
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.8735297,-118.8943863,1978-10-21
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.4867983,-118.90990020000001,1978-11-19
34.811660100000005,-119.14760279999999,1979-06-22
34.811660100000005,-119.14760279999999,1979-07-14
34.811660100000005,-119.14760279999999,1979-07-26
34.811660100000005,-119.14760279999999,1979-08-04
34.811660100000005,-119.14760279999999,1979-08-10
34.811660100000005,-119.14760279999999,1979-08-11
34.811660100000005,-119.14760279999999,1979-08-12
34.811660100000005,-119.14760279999999,1979-08-19
34.811660100000005,-119.14760279999999,1979-08-19
34.811660100000005,-119.14760279999999,1979-09-12
34.811660100000005,-119.14760279999999,1979-09-22
34.813201899999996,-119.1458565,1979-10-02
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.945926799999995,-118.8253784,1979-10-09
34.811660100000005,-119.14760279999999,1979-10-20
